Month_End,NIFTY50,Portfolio,Nifty_Monthly_Return,Port_Monthly_Return,Monthly_Return_Outperformance,Nifty_Cumulative_Return,Port_Cumulative_Return,Nifty_Yearly_Return,Port_Yearly_Return,Yearly_Outperformance,Nifty_Monthly_Drawdown,Port_Monthly_Drawdown,Monthly_Drawdown_Outperformance,Nifty_Yearly_Drawdown,Port_Yearly_Drawdown
2024-09-30,333.6804343475983,431.08853087839185,0.022782988118133396,0.021149216923611602,-0.0016337711945217936,0.18772141442434886,0.1568223595652054,,,,0.0,0.0,0.0,,
2024-10-31,312.92466902205535,407.0489972546453,-0.062202524298806905,-0.055764725576816554,0.006437798721990351,0.113842144283405,0.09231247814292631,,,,-0.062202524298806905,-0.055764725576816554,0.006437798721990351,,
2024-11-30,311.96477143537106,407.1104800636979,-0.003067503721212339,0.00015104522911801865,0.0032185489503303577,0.11042542936097255,0.09247746673145585,,,,-0.06507922154526391,-0.05562210334345008,0.00945711820181383,,
2024-12-31,305.6779421892489,397.06053585044134,-0.020152369183212726,-0.024686036605306994,-0.004533667422094267,0.08804772615806278,0.06550852799725004,0.08752226605938684,0.06509906264950605,-0.0224232034098808,-0.08392009022974034,-0.07893505066955642,0.004985039560183924,-0.1093280759386881,-0.10208989172313854
2025-01-31,303.9145697207811,400.0347345895867,-0.005768726574899685,0.0074905422992368464,0.013259268874136532,-0.005768726574899685,0.0074905422992368464,,,,-0.08920470474996378,-0.07203577470625233,0.01716893004371145,,
2025-02-28,286.026200487448,380.15990106442115,-0.058859860683112,-0.0496827695363905,0.009177091146721494,-0.06428904081549414,-0.04256437812390923,,,,-0.1428139889392147,-0.11813960744953667,0.024674381489678043,,
2025-03-31,304.05612027504645,400.76163098936587,0.06303590285390537,0.054192275059156136,-0.008843627794749231,-0.005305655693005007,0.009321236448234016,,,,-0.08878049481826045,-0.07034958649266654,0.01843090832559391,,
2025-04-30,314.5904256427186,416.27553294224174,0.03464592443705117,0.03871104605143083,0.004065121614379663,0.029156449397817363,0.04839311731306872,,,,-0.05721045269616676,-0.034361846523652484,0.022848606172514274,,
2025-05-31,319.9749016676883,422.00548056933036,0.017115829300809127,0.013764795606864721,-0.003351033693944405,0.04677131550953728,0.0628240342885269,,,,-0.041073827737927227,-0.02107003471086033,0.020003793027066896,,
2025-06-30,329.88222847436106,434.6771085300457,0.030962824756055607,0.030027164442556487,-0.0009356603134991204,0.07918231231132489,0.0947376263396098,,,,-0.01138276471218147,0.0,0.01138276471218147,,
2025-07-31,320.2030843931424,427.02095550110533,-0.0293412110315332,-0.017613425871059296,0.011727785160473903,0.04751779634430031,0.07545554630981766,,,,-0.040389991642172274,-0.017613425871059296,0.022776565771112978,,
2025-08-31,315.78820189007615,422.3901629547985,-0.013787757577143345,-0.010844415213470349,0.002943342363672996,0.0330748749105616,0.06379285982200433,,,,-0.053620861806010556,-0.028266833781052214,0.02535402802495834,,
2025-09-30,318.17016997555186,430.0739037186803,0.007542929315341729,0.01819109779955763,0.010648168484215903,0.0408672856694674,0.08314441977349762,,,,-0.04648239086109929,-0.010589940719289648,0.03589245014180964,,
2025-10-31,332.5330820133457,451.59830392580574,0.045142233286349365,0.05004814293778903,0.004905909651439666,0.08785435949928777,0.13735378651659014,,,,-0.0034384765067088097,0.0,0.0034384765067088097,,
2025-11-30,338.74946423014205,457.50166821411364,0.018694026408316633,0.013072157793749817,-0.005621868614566816,0.10819073762416975,0.15222145468125392,,,,0.0,0.0,0.0,,
2025-12-31,335.3352072916462,454.74284599386243,-0.01007900321334898,-0.0060301905149776625,0.004048812698371318,0.09702127961865226,0.1452733397940813,0.0924886674593921,0.13930599050841597,0.04681732304902386,-0.01007900321334898,-0.0060301905149776625,0.004048812698371318,-0.08706562648142802,-0.06806581530129796
