Date,Close,High,Low,Open,Volume
2016-01-01,59.77751541137695,60.21099995131283,58.78050626108378,59.04059301637581,1973896
2016-01-04,59.17063522338867,60.60113541981087,58.52040846269209,59.73416640554877,2644953
2016-01-05,60.124305725097656,61.294712686487294,59.34403221268813,59.430734414194205,3266085
2016-01-06,59.64747619628906,60.47109418819808,58.95389827666623,60.08096074244102,3274557
2016-01-07,57.52340316772461,59.30069261389279,57.04657409238792,58.91055251830839,2616771
2016-01-08,59.56077575683594,60.0809625191607,57.52339965256211,58.08693090211431,2913346
2016-01-11,58.216976165771484,58.910547474455676,57.393351555244315,58.910547474455676,3288875
2016-01-12,58.08693313598633,59.17064457509055,57.61009745700059,58.650464407210464,2857305
2016-01-13,56.959869384765625,58.95390103618098,55.83281348068484,58.52041646973847,3728023
2016-01-14,56.13624954223633,57.0899142347358,55.052538161112075,56.439687406061246,2720635
2016-01-15,53.53533935546875,56.78647332442434,53.14520261774918,56.35298879523026,2254377
2016-01-18,53.448646545410156,55.00919027002421,52.97181089277907,53.275252063292,2870369
2016-01-19,55.702762603759766,56.3096383054141,53.75208220129347,53.925476676290934,3722032
2016-01-20,53.53533935546875,55.225929680770555,52.364932449534535,54.79244515157647,3483973
2016-01-21,53.015159606933594,54.4023087869787,52.10483944360294,53.83877757227159,4223902
2016-01-22,53.53533935546875,54.18556614925986,53.318597090871705,54.09887056631085,2793950
2016-01-25,53.18855667114258,54.22892032513587,52.928466584450476,54.22892032513587,2573219
2016-01-27,53.14520263671875,54.09887058562082,52.88511258055436,54.09887058562082,2950538
2016-01-28,52.01813888549805,53.49198681536534,51.80139664014181,53.14519789990567,5165366
2016-01-29,52.104835510253906,53.18854675886338,51.844745472032486,52.19153439447722,4490327
2016-02-01,52.538330078125,52.88511906702826,52.10484549560837,52.88511906702826,3874248
2016-02-02,50.9344367980957,52.755070662882396,50.63099892303952,52.66837507207343,4705494
2016-02-03,49.4605827331543,50.7176884940237,48.983750425851944,50.7176884940237,3077309
2016-02-04,51.19451904296875,51.88809358497065,49.807369958964955,49.807369958964955,3734608
2016-02-05,52.234886169433594,52.451628435696804,51.54131157883623,51.80140163690718,4254914
2016-02-08,51.10783004760742,52.71172158925359,50.84773997426274,52.234889236917546,4217105
2016-02-09,51.758056640625,52.01814671274378,50.54429856110443,50.717693044925184,2166595
2016-02-10,51.32456588745117,51.84474596887908,49.98076458774215,51.62800371708007,2181050
2016-02-11,48.810359954833984,51.584661752550545,48.20348091982963,51.15117720000811,3390846
2016-02-12,49.15714645385742,50.19750998921582,47.68329838770174,49.02709977172843,3828563
2016-02-15,51.62800598144531,52.23488497454466,49.5472822572504,49.590630048066544,11819297
2016-02-16,50.761043548583984,53.66539221274123,50.32755896950603,52.7117241544348,6203807
2016-02-17,50.891090393066406,51.541317263572644,49.41724215847396,51.06448488664638,5755969
2016-02-18,51.32456588745117,51.758050391049196,50.587640246999946,51.32456588745117,3013798
2016-02-19,50.977779388427734,51.888096227873426,50.54429486419413,51.281220539725936,4420717
2016-02-22,50.80438995361328,51.54131570219777,50.63099877251084,51.54131570219777,1875698
2016-02-23,50.284210205078125,51.19452714217337,50.11081571533979,51.151179346544986,1930159
2016-02-24,50.110809326171875,50.804383889469094,49.894067068439966,50.19750821359927,1459265
2016-02-25,49.4605827331543,51.10782522080722,49.07044600637077,50.370899557499584,5151016
2016-02-26,49.89406967163086,50.2842064173483,49.417237341187125,50.02411635594486,1469491
2016-02-29,49.67732620239258,50.58764304892376,48.76700935586139,50.28420520248819,3685533
2016-03-01,50.6309928894043,50.97777851853893,49.547281597312804,49.980766114149404,2593429
2016-03-02,51.064483642578125,51.84475388384119,50.76104245939959,51.58466380342017,4236895
2016-03-03,51.58466339111328,51.93145236705269,50.71769425848953,51.41126890314357,3763947
2016-03-04,51.367923736572266,51.931455024504814,50.97778694548242,51.84475612247098,4978583
