rebalance_date,k,tracking_error,transaction_cost,net_replication_utility,weights
2022-09-30,1,0.009818080492427493,0.003465334583187455,-0.013283415075614948,"{""HDFCBANK"": 1.0}"
2022-09-30,2,0.007591002208954965,0.003206942019093767,-0.010797944228048731,"{""HDFCBANK"": 0.5982421408854925, ""LT"": 0.40175785911450745}"
2022-09-30,3,0.006035569045223899,0.0029143511271387994,-0.008949920172362697,"{""HDFCBANK"": 0.4630775985532086, ""LT"": 0.3108689820646938, ""TCS"": 0.22605341938209758}"
2022-09-30,4,0.0053366720934312885,0.00261977757314716,-0.00795644966657845,"{""HDFCBANK"": 0.35495339321334624, ""LT"": 0.2183006017334641, ""TCS"": 0.2147060097845622, ""ICICIBANK"": 0.21203999526862752}"
2022-09-30,5,0.005124831350738878,0.0024927019237006988,-0.007617533274439576,"{""HDFCBANK"": 0.3449490803928776, ""LT"": 0.18931197158430993, ""TCS"": 0.21251930130785918, ""ICICIBANK"": 0.15192900669763273, ""SBIN"": 0.10129064001732065}"
2022-09-30,6,0.0046403428523822945,0.0024927019237006988,-0.007133044776082993,"{""HDFCBANK"": 0.3113333043043332, ""LT"": 0.16865753628161775, ""TCS"": 0.1866892163157845, ""ICICIBANK"": 0.13754804610084367, ""SBIN"": 0.09695843344170797, ""NESTLEIND"": 0.09881346355571284}"
2022-09-30,7,0.0038243328495973787,0.0019827506236759157,-0.005807083473273295,"{""HDFCBANK"": 0.2591859582081433, ""LT"": 0.14607450989105566, ""TCS"": 0.1535384395664766, ""ICICIBANK"": 0.12193774144102626, ""SBIN"": 0.0783698554045082, ""NESTLEIND"": 0.07140752987985328, ""RELIANCE"": 0.16948596560893678}"
2022-09-30,8,0.0036107672720375418,0.0017963167762555503,-0.005407084048293092,"{""HDFCBANK"": 0.20288157231908227, ""LT"": 0.1321694051654049, ""TCS"": 0.14902810725039192, ""ICICIBANK"": 0.11424838896087246, ""SBIN"": 0.07740206480197977, ""NESTLEIND"": 0.06792095302372987, ""RELIANCE"": 0.1602448980423183, ""KOTAKBANK"": 0.09610461043622058}"
2022-09-30,9,0.0033934550954914135,0.0017963167762555501,-0.005189771871746964,"{""HDFCBANK"": 0.19342454859179495, ""LT"": 0.12451516200722651, ""TCS"": 0.11264670273914057, ""ICICIBANK"": 0.10922143888171441, ""SBIN"": 0.07536235752781849, ""NESTLEIND"": 0.060093410083519136, ""RELIANCE"": 0.15332243698501447, ""KOTAKBANK"": 0.09515840253208373, ""WIPRO"": 0.07625554065168769}"
2022-09-30,10,0.00319756272933371,0.0014533231365158879,-0.004650885865849597,"{""HDFCBANK"": 0.18964369102530781, ""LT"": 0.12085501869142168, ""TCS"": 0.07634529858442145, ""ICICIBANK"": 0.10727459575987633, ""SBIN"": 0.07417512939722339, ""NESTLEIND"": 0.05466096916507457, ""RELIANCE"": 0.1499768172076497, ""KOTAKBANK"": 0.08999573711124459, ""WIPRO"": 0.05132433312286486, ""INFY"": 0.0857484099349156}"
2022-09-30,11,0.0031533745637782364,0.0015240264167310834,-0.0046774009805093195,"{""HDFCBANK"": 0.18728709285315792, ""LT"": 0.12081398375612727, ""TCS"": 0.06643242435302876, ""ICICIBANK"": 0.10700942195714412, ""SBIN"": 0.07393999784857339, ""NESTLEIND"": 0.052740275581509614, ""RELIANCE"": 0.14694062788699205, ""KOTAKBANK"": 0.09089974579332422, ""WIPRO"": 0.042175896998535314, ""INFY"": 0.07478788851682973, ""HCLTECH"": 0.03697264445477781}"
