rebalance_date,k,tracking_error,transaction_cost,net_replication_utility,weights
2023-09-30,1,0.014944134854502753,0.003592683771517287,-0.018536818626020038,"{""ICICIBANK"": 1.0}"
2023-09-30,2,0.008148530624564089,0.0029280442088221678,-0.011076574833386256,"{""ICICIBANK"": 0.38831071456856153, ""HDFCBANK"": 0.6116892854314384}"
2023-09-30,3,0.006236011435847907,0.0023882056598599094,-0.008624217095707817,"{""ICICIBANK"": 0.28198999480375603, ""HDFCBANK"": 0.42762663980086585, ""RELIANCE"": 0.29038336539537807}"
2023-09-30,4,0.005102754888871333,0.002242209338291919,-0.007344964227163252,"{""ICICIBANK"": 0.24034410592937633, ""HDFCBANK"": 0.35607657915129903, ""RELIANCE"": 0.23801657665198134, ""WIPRO"": 0.16556273826734325}"
2023-09-30,5,0.0045460120484771644,0.001995806605019955,-0.006541818653497119,"{""ICICIBANK"": 0.22538040017068792, ""HDFCBANK"": 0.32310356351510017, ""RELIANCE"": 0.211246836416966, ""WIPRO"": 0.09904309398144927, ""TCS"": 0.14122610591579662}"
2023-09-30,6,0.004016087163699653,0.0017182402404935584,-0.005734327404193211,"{""ICICIBANK"": 0.19221914955724864, ""HDFCBANK"": 0.2758406312332956, ""RELIANCE"": 0.18501832021231368, ""WIPRO"": 0.0832381654704545, ""TCS"": 0.12957959253798562, ""GRASIM"": 0.13410414098870205}"
2023-09-30,7,0.0037287428588374783,0.0013706532361991155,-0.005099396095036594,"{""ICICIBANK"": 0.17664803254627387, ""HDFCBANK"": 0.21112443896187572, ""RELIANCE"": 0.17174429913259825, ""WIPRO"": 0.08292340207770638, ""TCS"": 0.12321382309243441, ""GRASIM"": 0.12393031236524667, ""KOTAKBANK"": 0.11041569182386467}"
2023-09-30,8,0.0035492975922468205,0.0011336621703855287,-0.004682959762632349,"{""ICICIBANK"": 0.12954141544253117, ""HDFCBANK"": 0.2061419023246833, ""RELIANCE"": 0.16454114492670374, ""WIPRO"": 0.08191400978098538, ""TCS"": 0.12371364542089841, ""GRASIM"": 0.10709021926181041, ""KOTAKBANK"": 0.10844109242145553, ""SBIN"": 0.07861657042093212}"
2023-09-30,9,0.003384626786598977,0.0011336621703855287,-0.004518288956984506,"{""ICICIBANK"": 0.12559125874990648, ""HDFCBANK"": 0.20431834221276682, ""RELIANCE"": 0.1536708160900719, ""WIPRO"": 0.07705159870210103, ""TCS"": 0.1175781911047097, ""GRASIM"": 0.09242867676394204, ""KOTAKBANK"": 0.09916429377389045, ""SBIN"": 0.07171799607794553, ""TATACONSUM"": 0.05847882652466608}"
2023-09-30,10,0.0032759611736177413,0.0009947907577732237,-0.004270751931390965,"{""ICICIBANK"": 0.12447945268380886, ""HDFCBANK"": 0.19948078707674097, ""RELIANCE"": 0.148342273372312, ""WIPRO"": 0.05773795181550232, ""TCS"": 0.09408099309236194, ""GRASIM"": 0.09224329961088272, ""KOTAKBANK"": 0.09933982147632206, ""SBIN"": 0.07162270692340877, ""TATACONSUM"": 0.05472663498476698, ""HCLTECH"": 0.057946078963893276}"
2023-09-30,11,0.0031164161282971367,0.0007019244530204215,-0.0038183405813175583,"{""ICICIBANK"": 0.12178734725145016, ""HDFCBANK"": 0.19493543546133904, ""RELIANCE"": 0.14646379746086866, ""WIPRO"": 0.04047471712154393, ""TCS"": 0.06651206758945064, ""GRASIM"": 0.09304952593159058, ""KOTAKBANK"": 0.09502641056205649, ""SBIN"": 0.07104911657925413, ""TATACONSUM"": 0.05268043028728245, ""HCLTECH"": 0.035054091617772065, ""INFY"": 0.08296706013739191}"
2023-09-30,12,0.0029032040907202425,0.0007019244530204215,-0.003605128543740664,"{""ICICIBANK"": 0.11101873421428589, ""HDFCBANK"": 0.18287836680458092, ""RELIANCE"": 0.15358709238469478, ""WIPRO"": 0.038527683703168884, ""TCS"": 0.06216214335528955, ""GRASIM"": 0.09025297711171062, ""KOTAKBANK"": 0.09030801090908917, ""SBIN"": 0.0676299868450774, ""TATACONSUM"": 0.04489362474861018, ""HCLTECH"": 0.037540796346602255, ""INFY"": 0.07554651748414294, ""SBILIFE"": 0.04565406609274743}"
2023-09-30,13,0.0026241602976528437,0.00038680698028485905,-0.0030109672779377026,"{""ICICIBANK"": 0.09916441459958922, ""HDFCBANK"": 0.16691259134512318, ""RELIANCE"": 0.15033632648791714, ""WIPRO"": 0.0348988652451482, ""TCS"": 0.0614273783474258, ""GRASIM"": 0.07255565383392146, ""KOTAKBANK"": 0.08211412013849005, ""SBIN"": 0.05507740596362436, ""TATACONSUM"": 0.03844896735111008, ""HCLTECH"": 0.03616488759347977, ""INFY"": 0.07225988574243984, ""SBILIFE"": 0.03751229065868286, ""LT"": 0.09312721269304815}"
2023-09-30,14,0.002566811492544106,0.000491186259771546,-0.0030579977523156523,"{""ICICIBANK"": 0.09546181373267376, ""HDFCBANK"": 0.1657892507103814, ""RELIANCE"": 0.14793315997766932, ""WIPRO"": 0.033158176167295356, ""TCS"": 0.06071489031676235, ""GRASIM"": 0.05839572510246469, ""KOTAKBANK"": 0.08052250812516523, ""SBIN"": 0.05325830629710871, ""TATACONSUM"": 0.0357027949309761, ""HCLTECH"": 0.03406237774185717, ""INFY"": 0.07267359172830104, ""SBILIFE"": 0.03556373453078782, ""LT"": 0.08820715789453924, ""ULTRACEMCO"": 0.03855651274401772}"
