rebalance_date,k,tracking_error,transaction_cost,net_replication_utility,weights
2021-03-31,1,0.00964843943170033,0.003355206461711717,-0.013003645893412047,"{""HDFCBANK"": 1.0}"
2021-03-31,2,0.007543801015160277,0.003181973773778085,-0.010725774788938361,"{""HDFCBANK"": 0.6509418629118414, ""ULTRACEMCO"": 0.34905813708815847}"
2021-03-31,3,0.006213688031458385,0.002916489280452248,-0.009130177311910632,"{""HDFCBANK"": 0.52106650280088, ""ULTRACEMCO"": 0.2719346054827678, ""TCS"": 0.20699889171635216}"
2021-03-31,4,0.005695948414243438,0.0027681414295241073,-0.008464089843767546,"{""HDFCBANK"": 0.46383307875155305, ""ULTRACEMCO"": 0.22347459056685, ""TCS"": 0.1918029142018404, ""IOC"": 0.12088941647975651}"
2021-03-31,5,0.00552391727290834,0.0027681414295241077,-0.008292058702432447,"{""HDFCBANK"": 0.38115193252435586, ""ULTRACEMCO"": 0.20580678833836735, ""TCS"": 0.18927082127244724, ""IOC"": 0.12185114733236362, ""HDFCLIFE"": 0.10191931053246596}"
2021-03-31,6,0.005063363546174666,0.0024445534461608326,-0.007507916992335498,"{""HDFCBANK"": 0.3197035200007853, ""ULTRACEMCO"": 0.15426868293249218, ""TCS"": 0.18689872994139897, ""IOC"": 0.09374442266314005, ""HDFCLIFE"": 0.08350381547093064, ""LT"": 0.16188082899125278}"
2021-03-31,7,0.004975367203413718,0.0023960547935709497,-0.007371421996984668,"{""HDFCBANK"": 0.312261730051363, ""ULTRACEMCO"": 0.1474298737698085, ""TCS"": 0.1821612181050953, ""IOC"": 0.09076383624970352, ""HDFCLIFE"": 0.06594302839906312, ""LT"": 0.15437406998223507, ""SBILIFE"": 0.04706624344273166}"
2021-03-31,8,0.004619597098298394,0.002396054793570949,-0.0070156518918693435,"{""HDFCBANK"": 0.29212620477502327, ""ULTRACEMCO"": 0.13895487848364232, ""TCS"": 0.10994010937024365, ""IOC"": 0.09036998449852378, ""HDFCLIFE"": 0.05060500024271239, ""LT"": 0.15079144081015203, ""SBILIFE"": 0.04929478617072966, ""INFY"": 0.11791759564897288}"
2021-03-31,9,0.004514170478751537,0.00234803104982628,-0.006862201528577817,"{""HDFCBANK"": 0.28208300863231384, ""ULTRACEMCO"": 0.10266443567258067, ""TCS"": 0.10300242535174317, ""IOC"": 0.08672004354216621, ""HDFCLIFE"": 0.04714250902586369, ""LT"": 0.1390816761727624, ""SBILIFE"": 0.05275572302889839, ""INFY"": 0.11986816354949908, ""SHREECEM"": 0.06668201502417247}"
2021-03-31,10,0.004331071719200257,0.002194804595460418,-0.006525876314660675,"{""HDFCBANK"": 0.26159784608664366, ""ULTRACEMCO"": 0.09308853471447164, ""TCS"": 0.09184408879551703, ""IOC"": 0.07816040883212126, ""HDFCLIFE"": 0.04323734491950018, ""LT"": 0.13029918876421182, ""SBILIFE"": 0.04362515656691776, ""INFY"": 0.11757901719051281, ""SHREECEM"": 0.06051535179293655, ""BAJAJ-AUTO"": 0.08005306233716734}"
2021-03-31,11,0.0037997343637290086,0.0017629482608701077,-0.005562682624599117,"{""HDFCBANK"": 0.2124543965730362, ""ULTRACEMCO"": 0.07941500007473772, ""TCS"": 0.09508673444001234, ""IOC"": 0.070095055282306, ""HDFCLIFE"": 0.04486763955950544, ""LT"": 0.1002741391183859, ""SBILIFE"": 0.026044548032138747, ""INFY"": 0.11164599175928917, ""SHREECEM"": 0.048343216187250015, ""BAJAJ-AUTO"": 0.07963589076542753, ""ICICIBANK"": 0.13213738820791088}"
2021-03-31,12,0.0036533524845954878,0.0014877380104864504,-0.005141090495081938,"{""HDFCBANK"": 0.1746184015338224, ""ULTRACEMCO"": 0.07375174548728768, ""TCS"": 0.09301276348848876, ""IOC"": 0.07238903711778058, ""HDFCLIFE"": 0.04245594491423323, ""LT"": 0.09089866597142954, ""SBILIFE"": 0.02382762877075812, ""INFY"": 0.10627309794992292, ""SHREECEM"": 0.04758059339052413, ""BAJAJ-AUTO"": 0.0746134077828291, ""ICICIBANK"": 0.12764049377598585, ""KOTAKBANK"": 0.07293821981693756}"
2021-03-31,13,0.003486126048671727,0.0013014859495347,-0.004787611998206427,"{""HDFCBANK"": 0.1702600381893442, ""ULTRACEMCO"": 0.058153313130428035, ""TCS"": 0.08809449242182346, ""IOC"": 0.06886491218820853, ""HDFCLIFE"": 0.03442765738830727, ""LT"": 0.08392601308464391, ""SBILIFE"": 0.025653587514262208, ""INFY"": 0.10733455789874995, ""SHREECEM"": 0.0434408720449395, ""BAJAJ-AUTO"": 0.050849238748269035, ""ICICIBANK"": 0.12107233381461634, ""KOTAKBANK"": 0.07126531800768961, ""MARUTI"": 0.07665766556871802}"
2021-03-31,14,0.003407181297333822,0.0013585216278089534,-0.004765702925142775,"{""HDFCBANK"": 0.16743080939088492, ""ULTRACEMCO"": 0.036956893298987444, ""TCS"": 0.0866077850696128, ""IOC"": 0.06787693061977505, ""HDFCLIFE"": 0.03195380647870056, ""LT"": 0.07298935495667583, ""SBILIFE"": 0.02426880133921929, ""INFY"": 0.1085052776933869, ""SHREECEM"": 0.03742553085222629, ""BAJAJ-AUTO"": 0.04398600593918666, ""ICICIBANK"": 0.12044296322574298, ""KOTAKBANK"": 0.07382698052140493, ""MARUTI"": 0.07306537854971878, ""GRASIM"": 0.054663482064477555}"
2021-03-31,15,0.0033277954753377346,0.00137967353909104,-0.004707469014428775,"{""HDFCBANK"": 0.16810147087480196, ""ULTRACEMCO"": 0.031912933953193556, ""TCS"": 0.08728614239013366, ""IOC"": 0.06164640191287018, ""HDFCLIFE"": 0.0327663018509961, ""LT"": 0.07274533648194793, ""SBILIFE"": 0.01919160182865308, ""INFY"": 0.1024296045161697, ""SHREECEM"": 0.03256582413928776, ""BAJAJ-AUTO"": 0.038722583446654114, ""ICICIBANK"": 0.11403679824104342, ""KOTAKBANK"": 0.0742533618420487, ""MARUTI"": 0.06813757252677057, ""GRASIM"": 0.043305707659753875, ""JSWSTEEL"": 0.05289835833567535}"
2021-03-31,16,0.003204660554296014,0.0015082573561854197,-0.004712917910481434,"{""HDFCBANK"": 0.16392021901469198, ""ULTRACEMCO"": 0.02937004940013409, ""TCS"": 0.08813574107693857, ""IOC"": 0.05365387199905262, ""HDFCLIFE"": 0.03210678841548443, ""LT"": 0.06352151595129465, ""SBILIFE"": 0.021653454757519588, ""INFY"": 0.10144962154897695, ""SHREECEM"": 0.030800165263130983, ""BAJAJ-AUTO"": 0.04261132674712348, ""ICICIBANK"": 0.08758483445769531, ""KOTAKBANK"": 0.07507725276759522, ""MARUTI"": 0.06958648493016371, ""GRASIM"": 0.032509544370186584, ""JSWSTEEL"": 0.05024604789488314, ""SBIN"": 0.05777308140512867}"
