rebalance_date,k,tracking_error,transaction_cost,net_replication_utility,weights
2025-03-31,1,0.013222330266434263,0.0035373744689636407,-0.016759704735397903,"{""RELIANCE"": 1.0}"
2025-03-31,2,0.00893552806776714,0.003273278728600174,-0.012208806796367315,"{""RELIANCE"": 0.48430654567902814, ""ICICIBANK"": 0.5156934543209718}"
2025-03-31,3,0.006123609542095497,0.002698681883359098,-0.008822291425454595,"{""RELIANCE"": 0.3060404951383706, ""ICICIBANK"": 0.28529590412946887, ""HDFCBANK"": 0.40866360073216046}"
2025-03-31,4,0.005914383821287872,0.002591116656777744,-0.008505500478065616,"{""RELIANCE"": 0.28809340646088516, ""ICICIBANK"": 0.2068036401870603, ""HDFCBANK"": 0.37630277666594203, ""AXISBANK"": 0.12880017668611266}"
2025-03-31,5,0.005159898335341394,0.0024902464199170107,-0.007650144755258405,"{""RELIANCE"": 0.24278880564486688, ""ICICIBANK"": 0.16282756127821515, ""HDFCBANK"": 0.3207050208907568, ""AXISBANK"": 0.10308098170229021, ""ULTRACEMCO"": 0.1705976304838711}"
2025-03-31,6,0.004958742326720094,0.002430691500703457,-0.007389433827423551,"{""RELIANCE"": 0.22843774903746106, ""ICICIBANK"": 0.15185159931122325, ""HDFCBANK"": 0.2918202908547121, ""AXISBANK"": 0.08390974509597401, ""ULTRACEMCO"": 0.14903797294731025, ""BAJAJFINSV"": 0.09494264275331933}"
2025-03-31,7,0.004731968514356903,0.0023682991519386716,-0.007100267666295575,"{""RELIANCE"": 0.21098674194130643, ""ICICIBANK"": 0.1374305658271557, ""HDFCBANK"": 0.28154309048050447, ""AXISBANK"": 0.07408611471493351, ""ULTRACEMCO"": 0.12386477601130945, ""BAJAJFINSV"": 0.07970464280986685, ""JSWSTEEL"": 0.09238406821492365}"
2025-03-31,8,0.004624389836334699,0.002281793628116803,-0.006906183464451502,"{""RELIANCE"": 0.20668761411353123, ""ICICIBANK"": 0.1378021575111096, ""HDFCBANK"": 0.2720718161876679, ""AXISBANK"": 0.06651738064946447, ""ULTRACEMCO"": 0.09233460352125367, ""BAJAJFINSV"": 0.07313444491886739, ""JSWSTEEL"": 0.0808871359310224, ""GRASIM"": 0.07056484716708326}"
2025-03-31,9,0.00455279634703481,0.0021511445988589436,-0.006703940945893754,"{""RELIANCE"": 0.20137792635686028, ""ICICIBANK"": 0.10609378209117763, ""HDFCBANK"": 0.27074806317182637, ""AXISBANK"": 0.05759418864315186, ""ULTRACEMCO"": 0.08727819418622138, ""BAJAJFINSV"": 0.07026612731188962, ""JSWSTEEL"": 0.07748489019735379, ""GRASIM"": 0.062271988535495856, ""SBIN"": 0.06688483950602324}"
2025-03-31,10,0.0038863114112280698,0.0018492462548190722,-0.0057355576660471416,"{""RELIANCE"": 0.18180953735314279, ""ICICIBANK"": 0.0969023226741692, ""HDFCBANK"": 0.24456313781524633, ""AXISBANK"": 0.05522882350063149, ""ULTRACEMCO"": 0.07932407827729347, ""BAJAJFINSV"": 0.05938023855168444, ""JSWSTEEL"": 0.06417130611895175, ""GRASIM"": 0.051709137585751165, ""SBIN"": 0.05088868432480547, ""ITC"": 0.11602273379832397}"
2025-03-31,11,0.0036561259222301465,0.001625111501971349,-0.005281237424201495,"{""RELIANCE"": 0.17415378856309188, ""ICICIBANK"": 0.08883362915843561, ""HDFCBANK"": 0.22437507051207423, ""AXISBANK"": 0.04682941957395458, ""ULTRACEMCO"": 0.06417931530805125, ""BAJAJFINSV"": 0.05454863385141671, ""JSWSTEEL"": 0.058102531813031, ""GRASIM"": 0.04349152584306941, ""SBIN"": 0.03787686852138973, ""ITC"": 0.10800016453484108, ""LT"": 0.09960905232064453}"
2025-03-31,12,0.0035082336880266967,0.0015238268516608922,-0.005032060539687589,"{""RELIANCE"": 0.16733461252017076, ""ICICIBANK"": 0.08502098517502732, ""HDFCBANK"": 0.21868304038039832, ""AXISBANK"": 0.04749878501694494, ""ULTRACEMCO"": 0.06089226420045243, ""BAJAJFINSV"": 0.052206106053938064, ""JSWSTEEL"": 0.05383628576454947, ""GRASIM"": 0.034955678123341265, ""SBIN"": 0.03655631217133605, ""ITC"": 0.10273164140983741, ""LT"": 0.09604263968487549, ""BHARTIARTL"": 0.04424164949912842}"
